g4-077,参,サン,まい,参,参加,さんか,夏祭りに参(さん)加(か)して友だちと踊りを踊った。  
g4-078,産,サン,う;うぶ,産,生産,せいさん,田んぼの米を生産(せいさん)して炊(た)いたごはんを味わった。  
g4-079,散,サン,ち,散,散る,ちる,秋(あき)の広(ひろ)い庭(にわ)に落(お)ち葉(ば)が散(ち)る様子(ようす)を見(み)た。  
g4-080,残,ザン,のこ,残,残る,のこる,宿題(しゅくだい)がまだ一問(いちもん)残(のこ)っているのに気付(きづ)いた。  
g4-082,氏,シ,うじ,氏,氏名,しめい,家(いえ)の名簿(めいぼ)に氏名(しめい)を書(か)いて提出(ていしゅつ)した。  
g4-084,司,シ,,司,司会,しかい,運動会の開会式で司会(しかい)を友だちと交代(こうたい)してみた。  
g4-085,試,シ,こころ;ため,試,試走,しそう,運動会でバトンを使(つか)ってリレーの試走(しそう)をした。  
g4-086,児,ジ,こ,児,こども,こ,小学校の児（こ）童会で意見を話した。  
g4-087,治,ジ;チ,おさ;なお,治,なおること,なお,病気（びょうき）が治（なお）って元気に遊んだ。  
g4-088,辞,ジ,や,辞,やめること,や,辞（や）書（しょ）で大事（だいじ）な漢字を調べた。  
g4-089,失,シツ,うしな,失,うしなうこと,うしな,大事（だいじ）な鍵（かぎ）を失（うしな）って困った。  
g4-090,借,シャク,か,借,かりること,か,図書館（としょかん）で本（ほん）を借（か）りて読んだ。  
g4-091,種,シュ,たね,種,植物のたね,たね,畑に種(たね)をまいて毎日水やりをした。  
g4-092,周,シュウ,まわ,周,まわり,しゅう,校庭の周(しゅう)りを友だちといっしょに走った。  
g4-093,祝,シュク,いわ,祝,いわうこと,いわ,入学(にゅうがく)を祝(いわ)って桜(さくら)を見に行った。  
g4-094,順,ジュン,,順,ならび,じゅん,おやつの順(じゅん)番を守って分け合った。  
g4-095,初,ショ,はじ;はつ;そ;うい,初,はじめ,はつ,初(はつ)めての運動会で大きく手(て)を振った。  
g4-096,松,ショウ,まつ,松,集めること,まつ,公園の松(まつ)ぼっくりを探して集めた。  
g4-097,笑,ショウ,わら;え,笑,ほほえむこと,わら,笑顔(えがお)で運動会の入場にわくわくした。
g4-098,唱,ショウ,とな,唱,となえること,とな,合唱(がっしょう)で歌(うた)を大きく声(こえ)に出した。  
g4-099,焼,ショウ,や,焼,やくこと,や,秋(あき)の公園(こうえん)で友だちと焼き芋(やきいも)をほおばった。  
g4-101,照,ショウ,て,照,てらすこと,て,月(つき)の光(ひかり)が窓(まど)を照(て)らしていた。  
g4-103,臣,シン;ジン,,臣,天皇や君主に仕える身分,しん,運動会の日に大臣（だいじん）が入場行進を見守った。  
g4-104,信,シン,,信,信じること,しん,信号（しんごう）をよく見て公園まで歩いた。  
g4-105,成,セイ;ジョウ,な,成,なること,せい,努力（どりょく）のかいあって運動会で成功（せいこう）した。  
g4-106,省,セイ;ショウ,はぶ;かえり,省,かえりみること,しょう,ケガをして反省（はんせい）して次は気をつけた。  
g4-107,清,セイ;ショウ,きよ,清,きよいこと,せい,給食前に手を洗い清潔（せいけつ）を心がけた。  
g4-108,静,セイ;ジョウ,しず,静,しずか,しず,図書館(としょかん)の静(しず)けさにひたって本を読んだ。  
g4-109,席,セキ,,席,すわるばしょ,せき,クラスの席替え(せきがえ)で窓際(まどぎわ)の席(せき)になれてうれしかった。  
g4-110,積,セキ,つ,積,つむこと,つ,箱(はこ)を積み木(つみき)で高く積(つ)み上げて遊んだ。  
g4-111,折,セツ,お;おり,折,おること,おり,折り紙(おりがみ)で花(はな)を折(お)って友だちにあげた。  
g4-112,節,セツ;セチ,ふし,節,ふし,ふし,春(はる)の季節(きせつ)に公園(こうえん)で遊んだ。  
g4-113,説,セツ;ゼイ,と,説,説明すること,セツ,学校(がっこう)の説明会(せつめいかい)で先生(せんせい)の話を聞いた。  
g4-114,浅,セン,あさ,浅,あさいこと,セン,公園(こうえん)の池(いけ)の浅瀬(あさせ)をそっとのぞいた。  
g4-115,戦,セン,たたか;いくさ,戦,たたかうこと,たたか,水鉄砲(すいでっぽう)で合戦(かっせん)のように戦(たたか)った。  
g4-116,選,セン,えら,選,えらぶこと,セン,運動会(うんどうかい)の選手(せんしゅ)に選(えら)ばれた。  
g4-117,然,ゼン;ネン,,然,そのままのようす,ゼン,森(もり)の自然(しぜん)に触(ふ)れて元気(げんき)になった。  
g4-118,争,ソウ,あらそ,争,争うこと,あらそ,運動会のリレーでバトン争（あらそ）いをした。  
g4-119,倉,ソウ,くら,倉,物をしまう場所,くら,校舎の倉（くら）に運動会用具をしまった。  
g4-120,巣,ソウ,す,巣,小鳥などのすみか,す,木の巣（す）に小鳥が卵をあたためていた。  
g4-121,束,ソク,たば,束,ひとまとめ,たば,誕生日のお祝いで花束（はなたば）を先生に渡した。  
g4-122,側,ソク,がわ,側,そば,そば,いつもは先生（せんせい）の側（そば）で話を聞いている。  
g4-123,続,ゾク,つづ,続,続くこと,つづく,運動会の続きを(つづき)見て応援した。  
g4-124,卒,ソツ,,卒,卒業すること,そつ,小学校の卒(そつ)業式で写真を撮った。  
g4-125,孫,ソン,まご,孫,孫のこと,まご,家族団らんで孫(まご)と手をつないで笑顔になった。  
g4-126,帯,タイ,おび;お,帯,帯のこと,おび,着物の帯(おび)をじぶんでしめてみた。  
g4-127,隊,タイ,,隊,隊の集まり,たい,観察隊(かんさつたい)で虫を探しに行った。  
g4-128,達,タツ,,達,成し遂げること,たっせい,目標達成（もくひょうたっせい）をみんなで喜んだ。  
g4-129,単,タン,,単,一つだけ,たん,一人（ひとり）ずつ単語（たんご）カードを配った。
g4-130,置,チ,お,置,おくこと,お,机（つくえ）の上（うえ）に置（お）いた本（ほん）を返した。
g4-131,仲,チュウ,なか,仲,関係,なか,クラスの友だちと仲良（なかよ）しになった。  
g4-133,兆,チョウ,きざ,兆,前ぶれ,きざ,春（はる）の兆（きざ）しを公園（こうえん）で感じた。  
g4-135,低,テイ,ひく,低,低いこと,てい,山(やま)と川(かわ)の水位(すいい)の差(さ)が低(てい)かった。  
g4-136,底,テイ,そこ,底,そこ,そこ,ダイバーが海底(かいてい)で貝(かい)を見つけた。  
g4-138,的,テキ,まと,的,目的,まと,運動会の目的(もくてき)をみんなで話し合った。  
g4-139,典,テン,,典,書物の書き方,てん,国語の辞典(じてん)を開いて言葉を見つけた。  
g4-140,伝,デン,つた,伝,伝えること,つた,伝(つた)言(でんごん)をノートに書いて友だちに渡した。  
g4-141,徒,ト,,徒,徒歩で歩くこと,ト,徒歩(とほ)で公園(こうえん)の広場(ひろば)へ行った。  
g4-142,努,ド,つと,努,努力すること,つと,運動会で勝つために努力(どりょく)をつづけた。  
g4-143,灯,トウ,ひ,灯,あかり,ひ,海辺(うみべ)の灯台(とうだい)の光(ひかり)を見つけた。  
g4-145,働,ドウ,はたら,働,働くこと,はたら,家族(かぞく)が働(はたら)く工場(こうじょう)を見学した。  
g4-146,特,トク,,特,とくべつなこと,トク,先生(せんせい)に特別(とくべつ)に褒(ほ)められてうれしかった。  
g4-149,熱,ネツ,あつ,熱,熱いこと,ねつ,運動会でみんながダンスに熱(ねつ)中になった。  
g4-150,念,ネン,,念,思い,ねん,お正月に新年（しんねん）の念（ねん）を友だちと話した。  
g4-151,敗,ハイ;パイ,やぶ,敗,まけること,はい,試合で敗（はい）れたけれど笑顔であいさつした。  
g4-152,梅,バイ,うめ,梅,うめのき,うめ,おばあちゃんが作った梅干（うめぼし）を味見した。  
g4-153,博,ハク;バク,,博,ひろいこと,はく,博多（はかた）の祭りを学校でみんなと見た。  
g4-154,飯,ハン,めし,飯,ごはん,はん,おいしい昼ご飯（ひるごはん）をみんなで食べた。  
g4-155,飛,ヒ,と,飛,飛ぶこと,とぶ,飛行機（ひこうき）が青空にゆっくり飛（と）んだ。  
g4-157,必,ヒツ,かなら,必,かならず,かならず,準備（じゅんび）は必（かなら）ず前日にすませよう。  
g4-158,票,ヒョウ,,票,しるし,ひょう,選挙（せんきょ）の投票（とうひょう）箱に票（ひょう）を入れた。  
g4-159,標,ヒョウ,,標,しるべ,ひょう,道路（どうろ）の標識（ひょうしき）を見て道をたしかめた。  
g4-160,不,フ;ブ,,不,良くないこと,ふ,不安(ふあん)な気持ちを先生(せんせい)に話(はな)した。  
g4-161,夫,フ;フウ,おっと,夫,夫(おっと),ふ,おばあさんの夫(ふ)は畑(はた)で働(はたら)いている。  
g4-162,付,フ,つ,付,つけること,ふ,教科書(きょうかしょ)の角(かど)にしおりを付(ふ)けて忘(わす)れないようにした。  
g4-163,府,フ,,府,都道府県の府,ふ,大阪府(おおさかふ)の祭(まつ)りを学校(がっこう)で紹介(しょうかい)した。  
g4-164,副,フク,,副,補助すること,ふく,運動会の副(ふく)役(やく)を任(まか)されて準備をした。  
g4-166,兵,ヘイ;ヒョウ,,兵,兵士,へいし,町役場で運動会に来た兵士(へいし)の話を聞いた。  
g4-167,別,ベツ,わか,別,わかれること,べつ,運動会の競技でチームを別々(べつべつ)に分けて応援した。  
g4-168,辺,ヘン,あた;べ,辺,あたり,へん,運動場の周辺(しゅうへん)を先生と歩いて見た。  
g4-169,変,ヘン,か,変,かわること,へん,運動会の順番を変更(へんこう)して楽しんだ。  
g4-170,便,ベン;ビン,たよ,便,たより,べん,郵便(ゆうびん)屋さんが運動会の写真を届けてくれた。  
g4-171,包,ホウ,つつ,包,つつむこと,つつむ,プレゼントを包（つつむ）紙でていねいに包丁（ほうちょう）いした。  
g4-172,法,ホウ;ハッ,,放,はなつこと,はなつ,放課後（ほうかご）に友だちと公園でかけっこを放（はな）つ気持ちになった。  
g4-173,望,ボウ;モウ,のぞ,豊,ゆたか,ゆたか,秋（あき）の豊作（ほうさく）で家族みんなで笑顔がゆたかになった。  
g4-174,牧,ボク,まき,防,ふせぐこと,ふせぐ,運動会の雨（あめ）を防（ふせ）ぐためにテントを立てた。  
g4-175,末,マツ,すえ,牧,まきば,まきば,遠足（えんそく）で大きな牧場（まきば）を見学して喜んだ。  
g4-176,満,マン,み,満,みちること,みちる,給食(きゅうしょく)に満(みちる)ちて友だちと笑顔で食べた。  
g4-177,未,ミ,,未,まだ～ない,み,運動会の準備(じゅんび)が未(み)完成(かんせい)で手伝った。  
g4-179,民,ミン,たみ,民,たみ,たみ,家族(かぞく)の民(たみ)話を聞いておどろいた。  
g4-180,無,ム;ブ,な,無,ないこと,ない,運動会(うんどうかい)が無(ない)事(じ)に終わって喜んだ。  
g4-181,約,ヤク,,約,やくそく,やく,遠足(えんそく)で友だちと約(やく)束(そく)して遅れずに行った。  
g4-182,勇,ユウ,いさ,勇,勇ましいこと,ゆう,運動会で勇（ゆう）気を出してみんなを見守った。  
g4-183,要,ヨウ,かなめ;い,要,必要なこと,よう,先生に要（よう）求された作文をがんばって書いた。  
g4-184,養,ヨウ,やしな,養,育てること,やしな,運動会で心（こころ）を養（やしな）う時間があった。  
g4-185,浴,ヨク,あ,浴,あびること,よく,朝早く入浴（にゅうよく）して体（からだ）をすっきりさせた。  
g4-186,利,リ,き,利,役に立つこと,り,教室の机（つくえ）の利用（りよう）をみんなで計画して守った。  
g4-187,陸,リク,,陸,陸地,りく,遠足(えんそく)で陸(りく)地(ち)を歩いて楽しんだ。  
g4-188,良,リョウ,よ,良,よいこと,りょう,運動会(うんどうかい)で友だちの良(りょう)い走りをほめた。  
g4-189,料,リョウ,,料,材料,りょう,料理(りょうり)の材料(ざいりょう)を友だちと分け合った。  
g4-190,量,リョウ,はか,量,はかること,りょう,お菓子(かし)の分量(ぶんりょう)をはかって作った。  
g4-191,輪,リン,わ,輪,わ,わ,運動会(うんどうかい)でみんなで花輪(はなわ)をつないだ。  
g4-192,類,ルイ,たぐ,類,なかま,るい,図書(としょ)の分類(ぶんるい)で動物(どうぶつ)の類(るい)を調べた。  
g4-193,令,レイ,,令,命じること,れい,校長(こうちょう)の命令(めいれい)で運動会(うんどうかい)を始めた。  
g4-194,冷,レイ,つめ;ひ;さ,冷,冷たいこと,つめ,暑(あつ)い日に冷(つめ)たいジュースを公園(こうえん)で飲んだ。  
g4-195,例,レイ,たと,例,たとえること,れい,先生(せんせい)が例文(れいぶん)を黒板(こくばん)に書いて示した。  
g4-197,連,レン,つら;つ,連,つながること,れん,運動会(うんどうかい)の連絡(れんらく)を友だちに伝えた。  
g4-198,老,ロウ,お;ふ,老,年をとること,ろう,運動会(うんどうかい)で老人(ろうじん)チームを応援した。  
g4-199,労,ロウ,,労,つかれること,ろう,運動会(うんどうかい)の手伝い(てつだい)で労力(ろうりょく)を出し合った。  
g4-200,録,ロク,,録,記録すること,ろく,運動会(うんどうかい)の記録(きろく)を日記(にっき)に書いて読み返した。  
g4-032,媛,エン,ひめ,媛,おとめ,ひめ,運動会(うんどうかい)の紅白(こうはく)旗に媛(ひめ)の文字がはためいた。  
g4-033,岡,コウ,おか,岡,小高い土地,おか,公園(こうえん)の小道(こみち)を岡(おか)まで友だちと歩いた。  
g4-053,賀,ガ,,賀,祝うこと,が,正月(しょうがつ)を賀(が)して家族に手紙を書いた。  
g4-065,潟,セキ,がた,潟,入り江,がた,雨のあと公園(こうえん)の潟(がた)を観察した。  
g4-067,岐,キ,,岐,わかれ道,き,小道(こみち)が岐(き)れている公園(こうえん)を見つけた。  
g4-083,熊,ユウ,くま,熊,くまの動物,くま,動物園(どうぶつえん)で熊(くま)の赤ちゃんを見た。  
g4-100,群,グン,む;むら,群,むれ,むれ,野原(のはら)で鳥(とり)の群(むれ)が空を飛んだ。  
g4-102,香,コウ;キョウ,かお;か,香,陸地や植物のにおい,かおり,運動会の会場に花の香（かおり）がただよった。  
g4-132,佐,サ,,佐,人を助けること,さ,運動会の玉入れで友だちを助ける佐（さ）役をがんばった。  
g4-134,埼,キ,さい;さき,埼,岬（みさき）のようなとがった土地,さき,遠足の途中で海の埼（さき）を遠くまで見た。  
g4-137,滋,ジ,,滋,うるおすこと,じ,運動会の後で滋（じ）養（よう）たっぷりのおやつを食べた。  
g4-144,鹿,ロク,しか;か,鹿,しか（動物の）,しか,公園の林（はやし）で鹿（しか）に出会って驚いた。  
g4-156,縄,ジョウ,なわ,縄,なわ,なわ,運動会で縄(なわ)跳び大会を友だちと楽しんだ。  
g4-178,井,セイ;ショウ,い,井,い,い,古い井(い)戸で帰り道に水をのんだ。  
g4-196,沖,チュウ,おき,沖,おき,おき,漁船(ぎょせん)で沖(おき)へ出て魚を観察した。  
g4-201,徳,トク,,徳,とく,とく,先生の話で美徳(びとく)の大切さを学んだ。  
g4-202,栃,,とち,栃,とち,とち,公園で栃(とち)の実(み)を拾って観察した。  
g4-040,奈,ナ,,奈,奈良県の名まえ,な,遠足(えんそく)で奈(な)良(ら)の史跡(しせき)を見た。  
g4-147,梨,リ,なし,梨,くだものの一つ,なし,運動会(うんどうかい)の後で梨(なし)をみんなで分け合った。  
g4-148,阪,ハン,さか,阪,大阪府の一字,はん,国語(こくご)の時間(じかん)に大阪(おおさか)の阪(はん)を教わった。  
g4-156,阜,フ,,阜,丘(おか)が連なる地,おか,遠足(えんそく)で公園(こうえん)の阜(おか)に登った。  
g4-165,富,フ;フウ,とみ;と,富,とみ,とみ,遠足(えんそく)で富(とみ)士山(ふじさん)を望んで絵をかいた。  
g4-075,崎,キ,さき,崎,とがった地形,さき,遠足で長崎(ながさき)の公園を探検した。  
g4-203,城,ジョウ,しろ,城,たてものの名所,じょう,遠足で城跡(じょうせき)の公園を探検した。  
